"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/2007 T7 (SOHO)",1.0000,0.005,144.14,358.34,79.36,,2007-10-05.4,,PAR,1,,26,T,,,,
"     C/2007 T8 (SOHO)",1.0000,0.005,144.44,359.12,77.13,,2007-10-11.2,,PAR,0,,21,T,,,,
"     C/2007 T9 (SOHO)",1.0000,0.005,144.17,358.46,79.49,,2007-10-11.6,,PAR,1,,25,T,,,,
"     C/2007 T10 (SOHO)",1.0000,0.005,144.09,358.34,77.63,,2007-10-11.6,,PAR,0,,16,T,,,,
"     C/2007 T11 (SOHO)",1.0000,0.005,144.21,359.32,81.31,,2007-10-13.7,,PAR,0,,6,T,,,,
"     C/2007 T12 (SOHO)",1.0000,0.005,145.90,352.14,79.58,,2007-10-13.9,,PAR,0,,8,T,,,,
"     C/2007 T13 (SOHO)",1.0000,0.005,144.34,9.46,89.33,,2007-10-15.6,,PAR,0,,8,T,,,,
"     C/2007 T14 (SOHO)",1.0000,0.005,140.92,302.47,44.22,,2007-10-15.8,,PAR,0,,11,T,,,,
"     C/2007 U1 (LINEAR)",1.0014,3.329,157.79,50.04,0.93,,2008-08-07.0,,HYP,761,,871,,,,,
"     C/2007 U3 (SOHO)",1.0000,0.005,145.80,358.97,82.85,,2007-10-24.9,,PAR,0,,38,T,,,,
"     C/2007 U4 (SOHO)",1.0000,0.005,145.35,1.80,84.47,,2007-10-24.5,,PAR,0,,9,T,,,,
"     C/2007 U5 (SOHO)",1.0000,0.005,146.63,356.78,82.12,,2007-10-24.9,,PAR,0,,17,T,,,,
"     C/2007 U6 (SOHO)",1.0000,0.005,144.93,1.28,85.48,,2007-10-25.0,,PAR,0,,5,T,,,,
"     C/2007 U7 (SOHO)",1.0000,0.033,73.43,71.48,59.55,,2007-10-27.3,,PAR,0,,6,T,,,,
"     C/2007 U8 (SOHO)",1.0000,0.005,144.89,3.14,82.82,,2007-10-28.3,,PAR,1,,26,T,,,,
"     C/2007 U9 (SOHO)",1.0000,0.005,146.59,356.28,82.07,,2007-10-28.6,,PAR,0,,12,T,,,,
"     C/2007 U10 (SOHO)",1.0000,0.005,144.07,358.78,77.89,,2007-10-29.2,,PAR,1,,15,T,,,,
"     C/2007 U11 (SOHO)",1.0000,0.005,145.74,354.13,75.73,,2007-10-29.4,,PAR,0,,7,T,,,,
"     C/2007 U12 (SOHO)",1.0000,0.005,143.48,5.11,81.95,,2007-10-31.0,,PAR,0,,31,T,,,,
"     C/2007 U13 (SOHO)",1.0000,0.005,143.66,0.95,79.51,,2007-10-31.5,,PAR,1,,24,T,,,,
"     C/2007 V3 (SOHO)",1.0000,0.005,145.17,4.56,84.82,,2007-11-01.9,,PAR,0,,8,T,,,,
"     C/2007 V4 (SOHO)",1.0000,0.005,144.06,357.86,78.12,,2007-11-03.8,,PAR,1,,60,T,,,,
"     C/2007 V5 (SOHO)",1.0000,0.005,143.82,359.55,77.95,,2007-11-03.9,,PAR,0,,6,T,,,,
"     C/2007 V6 (SOHO)",1.0000,0.005,147.63,352.82,79.45,,2007-11-05.0,,PAR,0,,9,T,,,,
"     C/2007 V7 (SOHO)",1.0000,0.005,143.77,1.81,80.55,,2007-11-06.0,,PAR,0,,7,T,,,,
"     C/2007 V8 (SOHO)",1.0000,0.005,147.61,348.03,74.84,,2007-11-06.5,,PAR,0,,8,T,,,,
"     C/2007 V9 (SOHO)",1.0000,0.005,144.36,9.61,87.15,,2007-11-07.5,,PAR,1,,45,T,,,,
"     C/2007 V10 (SOHO)",1.0000,0.035,76.95,73.51,59.68,,2007-11-09.4,,PAR,0,,7,T,,,,
"     C/2007 V11 (SOHO)",1.0000,0.005,144.10,6.22,84.35,,2007-11-12.2,,PAR,1,,63,T,,,,
"     C/2007 V12 (SOHO)",1.0000,0.008,140.62,18.14,89.22,,2007-11-11.5,,PAR,0,,5,T,,,,
"     C/2007 V13 (SOHO)",1.0000,0.006,143.86,1.12,77.56,,2007-11-13.8,,PAR,0,,7,T,,,,
"     C/2007 V14 (SOHO)",1.0000,0.006,141.15,11.32,86.39,,2007-11-15.0,,PAR,0,,8,T,,,,
"     C/2007 W1 (Boattini)",1.0001,0.850,9.89,334.53,306.55,,2008-06-24.8,,HYP,597,,1639,,4.1e-08,-2.4e-09,,27.2
"     C/2007 W3 (LINEAR)",1.0002,1.777,78.67,73.07,112.63,,2008-06-02.7,,HYP,284,,206,,,,,
"     C/2007 W4 (SOHO)",1.0000,0.007,140.84,21.88,94.25,,2007-11-20.1,,PAR,0,,15,T,,,,
"     C/2007 W5 (SOHO)",1.0000,0.005,147.89,9.97,90.59,,2007-11-19.7,,PAR,0,,6,T,,,,
"     C/2007 W6 (SOHO)",1.0000,0.005,142.69,8.13,85.06,,2007-11-23.1,,PAR,0,,12,T,,,,
"     C/2007 W7 (SOHO)",1.0000,0.005,143.50,2.24,81.13,,2007-11-24.3,,PAR,1,,54,T,,,,
"     C/2007 W8 (SOHO)",1.0000,0.008,134.92,28.29,94.96,,2007-11-24.1,,PAR,0,,9,T,,,,
"     C/2007 W9 (SOHO)",1.0000,0.008,138.46,339.67,62.93,,2007-11-23.5,,PAR,0,,9,T,,,,
"     C/2007 W10 (SOHO)",1.0000,0.006,141.44,12.23,88.07,,2007-11-24.5,,PAR,0,,12,T,,,,
"     C/2007 W11 (SOHO)",1.0000,0.007,146.86,351.32,72.78,,2007-11-29.8,,PAR,0,,13,T,,,,
"     C/2007 W12 (SOHO)",1.0000,0.007,145.02,2.55,81.79,,2007-12-01.2,,PAR,1,,11,T,,,,
"     C/2007 X1 (SOHO)",1.0000,0.027,129.20,156.13,74.32,,2007-12-03.2,,PAR,0,,13,T,,,,
"     C/2007 X2 (SOHO)",1.0000,0.008,146.74,334.17,55.72,,2007-12-05.1,,PAR,0,,9,T,,,,
"     C/2007 X3 (SOHO)",1.0000,0.006,142.81,315.29,39.53,,2007-12-05.1,,PAR,0,,7,T,,,,
"     C/2007 X4 (SOHO)",1.0000,0.005,144.47,5.63,84.51,,2007-12-06.5,,PAR,1,,45,T,,,,
"     C/2007 X5 (SOHO)",1.0000,0.005,143.37,4.10,82.97,,2007-12-08.7,,PAR,1,,31,T,,,,
"     C/2007 X6 (SOHO)",1.0000,0.005,140.08,18.68,94.76,,2007-12-10.7,,PAR,0,,8,T,,,,
"     C/2007 X7 (SOHO)",1.0000,0.038,71.98,73.58,57.26,,2007-12-10.5,,PAR,0,,10,T,,,,
"     C/2007 X8 (SOHO)",1.0000,0.005,142.94,11.64,89.01,,2007-12-11.2,,PAR,1,,20,T,,,,
"     C/2007 X9 (SOHO)",1.0000,0.005,136.35,31.85,104.43,,2007-12-12.8,,PAR,0,,16,T,,,,
"     C/2007 X10 (SOHO)",1.0000,0.005,144.15,356.33,76.70,,2007-12-14.4,,PAR,2,,79,T,,,,
"     C/2007 X11 (SOHO)",1.0000,0.005,143.29,2.32,81.51,,2007-12-12.9,,PAR,0,,8,T,,,,
"     C/2007 X12 (SOHO)",1.0000,0.005,132.77,32.67,103.74,,2007-12-14.2,,PAR,0,,11,T,,,,
"     C/2007 X13 (SOHO)",1.0000,0.008,138.31,305.98,27.73,,2007-12-14.4,,PAR,0,,8,T,,,,
"     C/2007 X14 (SOHO)",1.0000,0.035,72.47,73.79,56.25,,2007-12-14.2,,PAR,0,,11,T,,,,
"     C/2007 X15 (SOHO)",1.0000,0.009,142.34,333.02,55.19,,2007-12-15.8,,PAR,0,,8,T,,,,
"     C/2007 Y1 (LINEAR)",1.0007,3.341,110.18,133.09,357.13,,2008-03-19.3,,HYP,139,,204,,,,,
"     C/2007 Y3 (SOHO)",1.0000,0.005,144.63,350.64,71.21,,2007-12-21.4,,PAR,0,,9,T,,,,
"     C/2007 Y4 (SOHO)",1.0000,0.051,28.59,82.08,23.03,,2007-12-22.1,,PAR,1,,14,T,,,,
"     C/2007 Y5 (SOHO)",1.0000,0.010,144.01,352.51,73.01,,2007-12-24.0,,PAR,1,,52,T,,,,
"     C/2007 Y6 (SOHO)",1.0000,0.010,141.24,313.80,28.86,,2007-12-26.6,,PAR,0,,7,T,,,,
"     C/2007 Y7 (SOHO)",1.0000,0.005,146.64,359.96,80.31,,2007-12-27.0,,PAR,0,,7,T,,,,
"     C/2007 Y8 (SOHO)",1.0000,0.034,72.77,73.61,56.95,,2007-12-28.1,,PAR,0,,9,T,,,,
"     C/2007 Y9 (SOHO)",1.0000,0.005,140.64,18.61,96.17,,2007-12-29.4,,PAR,0,,10,T,,,,
"     C/2007 Y10 (SOHO)",1.0000,0.005,144.29,6.49,85.22,,2007-12-30.4,,PAR,2,,93,T,,,,
"     C/2008 A1 (McNaught)",1.0002,1.073,82.55,277.88,348.47,,2008-09-29.1,,HYP,636,,906,,5.1e-08,8.0e-09,,
"     C/2008 A3 (SOHO)",1.0000,0.049,22.28,70.18,33.70,,2008-01-15.7,,PAR,1,,18,T,,,,
"     C/2008 B1 (SOHO)",1.0000,0.007,136.24,330.27,57.20,,2008-01-26.8,,PAR,0,,11,T,,,,
"     C/2008 B2 (SOHO)",1.0000,0.005,144.08,358.28,77.80,,2008-01-28.4,,PAR,2,,75,T,,,,
"     C/2008 B3 (SOHO)",1.0000,0.005,144.10,13.21,88.69,,2008-01-29.3,,PAR,0,,12,T,,,,
"     C/2008 B4 (SOHO)",1.0000,0.007,145.30,354.15,69.85,,2008-01-30.6,,PAR,1,,19,T,,,,
"     C/2008 C1 (Chen-Gao)",1.0000,1.262,61.78,307.78,180.93,,2008-04-16.8,,HYP,119,,754,,,,,
"     C/2008 C3 (SOHO)",1.0000,0.035,158.24,30.07,332.74,,2008-02-03.7,,PAR,0,,26,T,,,,
"     C/2008 C4 (SOHO)",1.0000,0.010,138.69,335.57,53.82,,2008-02-04.4,,PAR,1,,19,T,,,,
"     C/2008 C5 (SOHO)",1.0000,0.005,144.76,3.37,81.43,,2008-02-06.5,,PAR,0,,31,T,,,,
"     C/2008 C6 (SOHO)",1.0000,0.007,145.16,3.32,77.36,,2008-02-08.1,,PAR,0,,13,T,,,,
"     C/2008 C7 (SOHO)",1.0000,0.004,143.41,0.85,82.58,,2008-02-09.9,,PAR,1,,27,T,,,,
"     C/2008 C8 (SOHO)",1.0000,0.008,138.74,334.80,56.72,,2008-02-16.0,,PAR,1,,22,T,,,,
"     C/2008 C9 (SOHO)",1.0000,0.063,74.32,335.76,38.03,,2008-02-15.2,,PAR,0,,8,T,,,,
"     C/2008 D1 (STEREO)",1.0000,0.005,140.28,15.82,99.09,,2008-02-17.7,,PAR,1,,7,T,,,,
"     C/2008 D2 (STEREO)",1.0000,0.005,143.49,11.17,90.43,,2008-02-20.5,,PAR,0,,13,T,,,,
"     C/2008 D3 (STEREO)",1.0000,0.005,143.99,358.79,78.91,,2008-02-22.3,,PAR,2,,52,T,,,,
"     C/2008 D4 (STEREO)",1.0000,0.005,145.98,15.67,77.24,,2008-02-21.7,,PAR,1,,8,T,,,,
"     C/2008 D5 (SOHO)",1.0000,0.005,142.25,345.67,70.33,,2008-02-19.5,,PAR,0,,11,T,,,,
"     C/2008 D6 (SOHO)",1.0000,0.034,70.85,72.50,55.43,,2008-02-19.2,,PAR,0,,11,T,,,,
"     C/2008 D7 (SOHO)",1.0000,0.006,144.18,6.40,88.12,,2008-02-26.2,,PAR,1,,40,T,,,,
"     C/2008 D8 (SOHO)",1.0000,0.005,144.27,6.20,90.06,,2008-02-25.0,,PAR,0,,15,T,,,,
"     C/2008 D9 (SOHO)",1.0000,0.004,143.75,359.83,80.23,,2008-03-01.1,,PAR,1,,56,T,,,,
"     C/2008 E4 (SOHO)",1.0000,0.050,13.13,51.85,50.61,,2008-03-03.0,,PAR,0,,13,T,,,,
"     C/2008 E5 (STEREO)",1.0000,0.005,144.84,7.48,89.02,,2008-03-06.8,,PAR,0,,11,T,,,,
"     C/2008 E6 (STEREO)",1.0000,0.005,143.75,356.83,74.07,,2008-03-16.2,,PAR,0,,9,T,,,,
"     C/2008 E7 (SOHO)",1.0000,0.055,143.28,12.08,125.74,,2008-03-05.7,,PAR,2,,94,T,,,,
"     C/2008 E8 (SOHO)",1.0000,0.006,144.00,357.48,72.79,,2008-03-07.7,,PAR,1,,34,T,,,,
"     C/2008 E9 (SOHO)",1.0000,0.006,143.94,359.10,76.41,,2008-03-12.6,,PAR,1,,23,T,,,,
"     C/2008 F1 (SOHO)",1.0000,0.032,66.71,94.56,46.12,,2008-03-20.0,,PAR,1,,10,T,,,,
"     C/2008 FK75 (Lemmon-Siding Spring)",1.0027,4.511,61.18,218.27,80.42,,2010-09-29.2,,HYP,2046,,3622,,,,,
"     C/2008 G3 (SOHO)",1.0000,0.005,144.49,355.34,74.07,,2008-04-02.3,,PAR,1,,7,T,,,,
"     C/2008 G4 (SOHO)",1.0000,0.005,143.66,359.06,78.00,,2008-04-09.8,,PAR,0,,10,T,,,,
"     C/2008 G5 (SOHO)",1.0000,0.005,143.60,358.49,77.10,,2008-04-10.3,,PAR,0,,5,T,,,,
"     C/2008 G6 (SOHO)",1.0000,0.048,14.35,49.13,57.03,,2008-04-13.5,,PAR,1,,10,T,,,,
"     C/2008 H2 (SOHO)",1.0000,0.005,145.29,0.99,84.66,,2008-04-17.0,,PAR,0,,10,T,,,,
"     C/2008 H3 (SOHO)",1.0000,0.004,144.76,2.69,82.60,,2008-04-17.2,,PAR,1,,20,T,,,,
"     C/2008 H4 (SOHO)",1.0000,0.037,73.46,72.35,58.57,,2008-04-18.5,,PAR,0,,10,T,,,,
"     C/2008 H5 (SOHO)",1.0000,0.005,144.96,3.01,83.52,,2008-04-26.1,,PAR,0,,22,T,,,,
"     C/2008 H6 (SOHO)",1.0000,0.009,142.03,9.59,79.66,,2008-04-27.6,,PAR,0,,7,T,,,,
"     C/2008 H7 (SOHO)",1.0000,0.008,142.60,10.46,82.98,,2008-04-30.3,,PAR,0,,7,T,,,,
"     C/2008 H8 (SOHO)",1.0000,0.005,144.78,358.71,78.84,,2008-05-01.2,,PAR,0,,6,T,,,,
"     C/2008 H9 (SOHO)",1.0000,0.005,145.95,356.87,78.83,,2008-04-22.0,,PAR,0,,8,T,,,,
"     C/2008 J4 (McNaught)",1.0077,0.449,87.48,289.37,93.06,,2008-06-19.3,,HYP,15,,22,,,,,
"     C/2008 J6 (Hill)",1.0021,2.004,44.99,298.18,10.70,,2008-04-10.9,,HYP,471,,385,,,,,
"     C/2008 J7 (SOHO)",1.0000,0.009,145.05,347.71,71.48,,2008-05-02.0,,PAR,0,,12,T,,,,
"     C/2008 J8 (SOHO)",1.0000,0.007,144.52,4.75,83.91,,2008-05-05.5,,PAR,0,,10,T,,,,
"     C/2008 J9 (SOHO)",1.0000,0.005,143.21,1.11,79.14,,2008-05-05.7,,PAR,0,,10,T,,,,
"     C/2008 J10 (SOHO)",1.0000,0.037,72.18,73.31,56.96,,2008-05-07.2,,PAR,1,,21,T,,,,
"     C/2008 J11 (SOHO)",1.0000,0.005,144.89,6.86,84.81,,2008-05-08.0,,PAR,0,,7,T,,,,
"     C/2008 J12 (SOHO)",1.0000,0.038,70.94,71.57,57.28,,2008-05-08.2,,PAR,1,,32,T,,,,
"     C/2008 J13 (SOHO)",1.0000,0.009,138.55,20.06,86.38,,2008-05-12.5,,PAR,0,,11,T,,,,
"     C/2008 J14 (SOHO)",1.0000,0.004,144.10,356.81,77.57,,2008-05-14.4,,PAR,2,,52,T,,,,
"     C/2008 J15 (SOHO)",1.0000,0.005,144.85,3.15,83.62,,2008-05-13.4,,PAR,0,,10,T,,,,
"     C/2008 J16 (SOHO)",1.0000,0.005,145.09,352.07,73.47,,2008-05-14.7,,PAR,0,,7,T,,,,
"     C/2008 P1 (Garradd)",1.0017,3.896,64.31,357.68,11.87,,2009-07-22.9,,HYP,905,,1345,,,,,
"     C/2008 S3 (Boattini)",1.0011,8.018,162.70,54.94,39.94,,2011-06-07.0,,HYP,3124,,1909,,,,,
"     C/2008 T2 (Cardinal)",1.0001,1.202,56.30,309.68,215.87,,2009-06-13.2,,HYP,338,,1309,,,,,
"     C/2009 F4 (McNaught)",1.0018,5.455,79.35,53.58,260.38,,2011-12-31.8,,HYP,2164,,1187,,,,,
"     C/2009 K3 (Beshore)",1.0000,2.869,144.42,0.73,268.40,,2010-12-16.9,,PAR,2,,20,T,,,,
"     C/2009 K5 (McNaught)",1.0008,1.422,103.88,257.86,66.17,,2010-04-30.0,,HYP,913,,2488,,,,,
"     C/2009 O4 (Hill)",1.0013,2.564,95.82,172.94,223.73,,2010-01-01.2,,HYP,137,,764,,,,,
"     C/2009 P1 (Garradd)",1.0010,1.551,106.18,326.00,90.75,,2011-12-23.6,,HYP,1978,,9044,,2.0e-08,-1.0e-09,,
"     C/2009 P2 (Boattini)",1.0015,6.544,163.45,60.36,76.03,,2010-02-10.5,,HYP,1060,,507,,,,,
"     C/2009 R1 (McNaught)",1.0004,0.405,77.03,322.62,130.69,,2010-07-02.6,,HYP,315,,751,,,,,
"     C/2009 S3 (Lemmon)",1.0014,6.475,60.38,225.13,129.76,,2011-12-11.2,,HYP,1586,,278,,,,,
"     C/2009 U1 (Garradd)",1.0150,5.383,91.24,43.39,269.04,,2008-10-07.9,,HYP,2,,10,T,,,,
"     C/2009 UG89 (Lemmon)",1.0080,3.931,130.10,321.01,60.65,,2010-12-16.2,,HYP,918,,966,,,,,
"     C/2010 F4 (Machholz)",1.0000,0.614,89.15,237.29,120.71,,2010-04-06.1,,HYP,12,,81,T,,,,
"     C/2010 M1 (Gibbs)",1.0039,7.977,116.58,66.49,167.19,,2010-12-07.7,,HYP,51,,24,,,,,
"     C/2010 R1 (LINEAR)",1.0037,5.621,156.93,343.65,114.50,,2012-05-18.8,,HYP,1303,,1572,,,,,
"     C/2010 S1 (LINEAR)",1.0012,5.900,125.34,93.43,118.62,,2013-05-20.3,,HYP,1762,,8511,,,,,
"     C/2010 U3 (Boattini)",1.0009,8.446,55.51,43.07,88.06,,2019-02-26.1,,HYP,6067,,4350,,,,,
"     C/2010 X1 (Elenin)",1.0001,0.482,1.84,323.24,343.80,,2011-09-10.7,,HYP,271,,2235,,-4.8e-08,6.3e-08,,
"     C/2011 F1 (LINEAR)",1.0000,1.819,56.61,85.12,192.56,,2013-01-08.0,,HYP,1239,,4591,,5.7e-08,-2.5e-08,-1.4e-09,
"     C/2011 G1 (McNaught)",1.0010,2.155,162.23,152.59,354.55,,2011-09-16.4,,HYP,348,,487,,,,,
"     C/2011 J2 (LINEAR)",1.0005,3.443,122.80,163.95,85.30,,2013-12-25.3,,HYP,2381,,6434,,,,,
"     C/2011 J2-B (LINEAR)",1.0013,3.443,122.80,163.94,85.27,,2013-12-25.2,,HYP,140,,343,,,,,
"     C/2011 J2-C (LINEAR)",1.0000,3.443,122.79,163.95,85.27,,2013-12-25.1,,PAR,92,,18,T,,,,
"     C/2011 K1 (Schwartz-Holvorcem)",1.0070,3.377,122.62,70.74,167.10,,2011-04-21.9,,HYP,32,,114,,,,,
"     C/2011 L2 (McNaught)",1.0018,1.943,104.26,131.35,257.03,,2011-11-01.2,,HYP,240,,57,,,,,
"     C/2011 L3 (McNaught)",1.0001,1.924,87.11,307.76,27.73,,2011-08-10.5,,HYP,174,,798,,,,,
"     C/2011 L4 (PANSTARRS)",1.0000,0.302,84.21,65.67,333.65,,2013-03-10.1,,HYP,1194,,5413,,,,,
"     C/2011 L6 (Boattini)",1.0037,6.788,171.46,214.48,331.60,,2011-01-22.7,,HYP,332,,56,,,,,
"     C/2011 M1 (LINEAR)",1.0027,0.896,70.18,324.80,119.57,,2011-09-07.5,,HYP,41,,109,,,,,
"     C/2011 N3 (SOHO)",1.0003,0.005,144.44,6.43,85.05,,2011-07-06.0,,HYP,1,,114,T,,,,
"     C/2011 Q2 (McNaught)",1.0001,1.350,36.87,287.37,34.63,,2012-01-19.7,,HYP,244,,106,,,,,
"     C/2011 R1 (McNaught)",1.0007,2.080,116.20,221.41,308.86,,2012-10-19.6,,HYP,1246,,1454,,,,,
"     C/2011 U3 (PANSTARRS)",1.0004,1.071,116.78,228.38,287.82,,2012-06-03.8,,HYP,94,,60,,,,,
"     C/2011 UF305 (LINEAR)",1.0007,2.138,93.96,297.44,121.99,,2012-07-22.1,,HYP,637,,2274,,,,,
"     C/2012 A1 (PANSTARRS)",1.0012,7.604,120.90,277.97,191.76,,2013-11-29.6,,HYP,1162,,322,,,,,
"     C/2012 B3 (La Sagra)",1.0012,3.537,106.93,253.00,50.73,,2011-12-06.8,,HYP,205,,295,,,,,
"     C/2012 C2 (Bruenjes)",1.0031,0.802,162.79,118.00,62.66,,2012-03-12.6,,HYP,16,,245,,,,,
"     C/2012 E2 (SWAN)",1.0005,0.007,144.43,6.58,82.41,,2012-03-15.0,,HYP,2,,43,T,,,,
"     C/2012 F3 (PANSTARRS)",1.0016,3.457,11.35,164.62,104.02,,2015-04-06.6,,HYP,2098,,1763,,,,,
"     C/2012 J1 (Catalina)",1.0013,3.159,34.19,235.22,147.27,,2012-12-07.2,,HYP,677,,4401,,,,,
"     C/2012 K1 (PANSTARRS)",1.0002,1.055,142.43,317.74,203.11,,2014-08-27.6,,HYP,1546,,7829,,2.2e-08,-1.6e-09,-2.6e-09,4.1
"     C/2012 K8 (Lemmon)",1.0023,6.463,106.11,312.81,75.85,,2014-08-19.3,,HYP,1470,,962,,,,,
"     C/2012 S1 (ISON)",1.0000,0.012,62.16,295.69,345.54,,2013-11-28.7,,HYP,784,,6682,,8.5e-08,5.8e-09,,
"     C/2012 S3 (PANSTARRS)",1.0007,2.308,112.93,121.31,183.75,,2013-08-31.1,,HYP,538,,730,,,,,
"     C/2012 T5 (Bressi)",1.0004,0.323,72.10,230.59,318.09,,2013-02-24.0,,HYP,158,,661,,,,,
"     C/2013 A1 (Siding Spring)",1.0001,1.400,129.03,301.00,2.45,,2014-10-25.1,,HYP,1291,,449,,,,,
"     C/2013 B2 (Catalina)",1.0027,3.734,43.45,331.96,156.43,,2013-07-01.5,,HYP,438,,136,,,,,
"     C/2013 E1 (McNaught)",1.0023,7.782,158.72,134.03,311.43,,2013-06-12.1,,HYP,727,,172,,,,,
"     C/2013 F1 (Boattini)",1.0028,1.860,79.69,30.12,92.00,,2012-12-02.6,,HYP,72,,274,,,,,
"     C/2013 G2 (McNaught)",1.0002,2.154,96.00,274.11,293.91,,2012-12-06.3,,HYP,139,,111,,,,,
"     C/2013 G3 (PANSTARRS)",1.0005,3.852,64.67,208.13,76.50,,2014-11-15.1,,HYP,1353,,902,,,,,
"     C/2013 G9 (Tenagra)",1.0013,5.338,146.23,35.69,204.93,,2015-01-14.6,,HYP,1093,,496,,,,,
"     C/2013 H2 (Boattini)",1.0018,7.499,128.40,262.75,36.00,,2014-01-23.2,,HYP,780,,221,,,,,
"     C/2013 J5 (Boattini)",1.0025,4.906,136.03,256.79,19.17,,2012-11-30.0,,HYP,415,,74,,,,,
"     C/2013 L2 (Catalina)",1.0009,4.872,106.78,285.88,1.94,,2012-05-11.1,,HYP,121,,242,,,,,
"     C/2013 P3 (Palomar)",1.0012,8.647,93.91,177.28,177.19,,2014-11-23.9,,HYP,1781,,492,,,,,
"     C/2013 S1 (Catalina)",1.0004,2.824,83.96,221.54,166.06,,2013-08-02.9,,HYP,59,,109,,,,,
"     C/2013 US10 (Catalina)",1.0003,0.823,148.88,186.14,340.36,,2015-11-15.7,,HYP,1555,,4396,,7.6e-09,6.2e-11,1.6e-10,
"     C/2013 V1 (Boattini)",1.0014,1.661,65.31,72.81,48.03,,2014-04-21.2,,HYP,302,,2087,,,,,
"     C/2013 V2 (Borisov)",1.0045,3.508,37.85,48.44,94.46,,2014-10-14.3,,HYP,1273,,1794,,,,,
"     C/2013 V4 (Catalina)",1.0026,5.185,67.85,55.62,40.45,,2015-10-07.5,,HYP,1748,,2445,,,,,
"     C/2013 X1 (PANSTARRS)",1.0010,1.314,163.23,130.95,164.46,,2016-04-20.7,,HYP,1565,,539,,1.9e-08,-1.1e-08,-5.4e-09,44.5
"     C/2014 A4 (SONEAR)",1.0009,4.180,121.36,29.73,356.79,,2015-09-05.8,,HYP,1344,,2742,,,,,
"     C/2014 AA52 (Catalina)",1.0004,2.003,105.21,330.49,292.26,,2015-02-27.6,,HYP,624,,399,,,,,
"     C/2014 B1 (Schwartz)",1.0032,9.557,28.38,161.39,345.86,,2017-09-10.8,,HYP,3008,,1276,,,,,
"     C/2014 C2 (STEREO)",1.0000,0.512,135.50,283.35,56.08,,2014-02-18.2,,PAR,58,,297,T,,,,
"     C/2014 L5 (Lemmon)",1.0026,6.203,122.81,35.68,45.61,,2014-11-26.3,,HYP,702,,75,,,,,
"     C/2014 M1 (PANSTARRS)",1.0024,5.577,160.18,234.67,336.74,,2015-08-26.5,,HYP,987,,86,,,,,
"     C/2014 S1 (PANSTARRS)",1.0008,8.137,123.80,352.66,288.83,,2013-10-30.3,,HYP,607,,45,,,,,
"     C/2014 W3 (PANSTARRS)",1.0070,6.066,90.11,286.37,158.92,,2014-02-27.2,,HYP,442,,47,,,,,
"     C/2014 W6 (Catalina)",1.0017,3.088,53.56,338.13,209.85,,2015-03-19.0,,HYP,242,,139,,,,,
"     C/2014 W8 (PANSTARRS)",1.0011,4.899,41.11,224.56,230.78,,2015-09-21.7,,HYP,36,,32,,,,,
"     C/2014 W10 (PANSTARRS)",1.0036,7.657,83.31,43.25,42.34,,2016-02-17.7,,HYP,378,,28,,,,,
"     C/2014 Y1 (PANSTARRS)",1.0021,2.241,14.92,19.52,182.27,,2016-01-17.6,,HYP,559,,305,,1.5e-08,-3.0e-08,,
"     C/2015 A2 (PANSTARRS)",1.0137,5.267,108.90,258.47,212.37,,2015-08-30.4,,HYP,50,,23,,,,,
"     C/2015 B2 (PANSTARRS)",1.0002,3.370,105.09,341.90,284.77,,2016-05-06.5,,HYP,980,,242,,,,,
"     C/2015 D3 (PANSTARRS)",1.0022,8.149,128.51,156.98,2.89,,2016-05-01.3,,HYP,2510,,313,,,,,
"     C/2015 E61-B (PANSTARRS)",1.0000,1.044,6.35,235.26,68.32,,2017-05-09.9,,HYP,189,,50,,,,,
"     C/2015 G2 (MASTER)",1.0004,0.780,147.56,110.06,257.46,,2015-05-23.7,,HYP,314,,562,,1.2e-08,5.9e-09,-4.3e-09,
"     C/2015 H2 (PANSTARRS)",1.0035,4.967,33.71,350.69,287.91,,2016-09-13.2,,HYP,1982,,204,,1.4e-07,-1.2e-08,3.5e-08,
"     C/2015 J1 (PANSTARRS)",1.0032,6.020,95.00,219.99,315.47,,2014-06-29.9,,HYP,390,,54,,,,,
"     C/2015 K4 (PANSTARRS)",1.0001,2.008,80.25,250.77,357.54,,2015-05-01.7,,HYP,51,,134,,,,,
"     C/2015 LC2 (PANSTARRS)",1.0013,5.892,93.71,223.57,341.87,,2015-05-01.9,,HYP,1167,,437,,,,,
"     C/2015 T2 (PANSTARRS)",1.0004,6.935,124.54,51.06,30.77,,2017-05-20.6,,HYP,1448,,214,,,,,
"     C/2015 V1 (PANSTARRS)",1.0006,4.267,139.23,197.19,179.65,,2017-12-17.8,,HYP,1317,,2145,,,,,
"     C/2015 V2 (Johnson)",1.0017,1.637,49.87,69.85,164.90,,2017-06-12.3,,HYP,1750,,5886,,2.3e-08,-4.2e-09,-4.4e-09,
"     C/2015 VL62 (Lemmon-Yeung-PANSTARRS)",1.0020,2.720,165.61,94.55,128.36,,2017-08-28.5,,HYP,987,,2115,,,,,
"     C/2015 W1 (Gibbs)",1.0013,2.232,87.32,114.31,48.11,,2016-05-17.1,,HYP,228,,355,,,,,
"     C/2015 XY1 (Lemmon)",1.0040,7.928,148.85,281.62,196.35,,2018-04-29.9,,HYP,1782,,741,,,,,
